Food Code,Food Name,Group,Vitamin D (µg),Vitamin E (mg),Vitamin K1 (µg),Thiamin (mg),Riboflavin (mg),Niacin (mg),Tryptophan/60 (mg),Niacin equivalent (mg),Vitamin B6 (mg),Vitamin B12 (µg),Folate (µg),Pantothenate (mg),Biotin (µg),Vitamin C (mg),,,,,,,,,,,,,,,,,,,,,,,
11-873,"Rice, wild, boiled in unsalted water",AC,0,0.1,,0.13,0.08,2.2,1.9,4.1,0.04,0,24,0.16,0.6,0,,,,,,,,,,,,,,,,,,,,,,,
11-872,"Rice, wild, raw",AC,0,0.24,,0.25,0.27,4.4,3.6,8,0.15,0,65,0.67,2.3,0,,,,,,,,,,,,,,,,,,,,,,,
19-566,"Risotto, chicken, homemade",MR,0,0.15,,0.08,0.06,2.5,1.9,4.4,N,Tr,N,N,N,1,,,,,,,,,,,,,,,,,,,,,,,
11-999,"Risotto, plain, homemade",AT,0,2.01,,0.04,Tr,0.4,0.9,1.3,0.04,Tr,3,0.8,0.4,0,,,,,,,,,,,,,,,,,,,,,,,
15-864,"Risotto, vegetable, brown rice",DR,0,1.11,,0.13,0.08,1.1,0.9,2,0.14,0,16,0.73,N,9,,,,,,,,,,,,,,,,,,,,,,,
15-863,"Risotto, white rice, vegetable, homemade",DR,0,1.06,,0.13,0.09,1,0.9,1.9,0.1,0,27,0.54,N,18,,,,,,,,,,,,,,,,,,,,,,,
15-281,"Rissoles, brown rice, fried in sunflower oil",DR,0.1,3.51,,0.15,0.07,2.2,1.3,3.5,N,0.2,10,N,N,Tr,,,,,,,,,,,,,,,,,,,,,,,
15-282,"Rissoles, brown rice, fried in vegetable oil",DR,0.1,1.87,,0.15,0.07,2.2,1.3,3.5,N,0.2,10,N,N,Tr,,,,,,,,,,,,,,,,,,,,,,,
15-865,"Rissoles, chick pea, fried in sunflower oil",DR,0.2,8.17,,0.05,0.05,0.2,1.2,1.4,0.04,0.2,10,N,N,2,,,,,,,,,,,,,,,,,,,,,,,
15-866,"Rissoles, chick pea, fried in vegetable oil",DR,0.2,4.59,,0.05,0.05,0.2,1.2,1.4,0.04,0.2,10,N,N,2,,,,,,,,,,,,,,,,,,,,,,,
15-279,"Rissoles, lentil, fried in sunflower oil",DR,0.1,4.51,,0.15,0.09,1.1,1.5,2.6,0.24,0.1,20,0.2,1.9,1,,,,,,,,,,,,,,,,,,,,,,,
15-280,"Rissoles, lentil, fried in vegetable oil",DR,0.1,2.3,,0.15,0.09,1.1,1.5,2.6,0.24,0.1,20,0.2,1.9,1,,,,,,,,,,,,,,,,,,,,,,,
15-867,"Rissoles, vegetable, fried in sunflower oil",DR,N,N,,0.16,0.01,0.4,0.3,0.7,0.05,0,14,0.32,0.3,8,,,,,,,,,,,,,,,,,,,,,,,
15-868,"Rissoles, vegetable, fried in vegetable oil",DR,N,N,,0.16,0.01,0.4,0.3,0.7,0.05,0,14,0.32,0.3,8,,,,,,,,,,,,,,,,,,,,,,,
11-1109,"Rock cakes, homemade",AN,N,N,,0.11,0.09,0.8,1.1,1.7,0.1,0.3,6,0.27,3.6,Tr,,,,,,,,,,,,,,,,,,,,,,,
16-134,"Rock Salmon/Dogfish, in batter, fried in blended oil",JA,N,N,,0.07,0.08,3.2,2.8,6,0.21,N,4,0.57,12,Tr,,,,,,,,,,,,,,,,,,,,,,,
16-135,"Rock Salmon/Dogfish, in batter, fried in blended oil, weighed with bones",JA,N,N,,0.07,0.07,3,2.6,5.6,0.2,N,4,0.53,11,Tr,,,,,,,,,,,,,,,,,,,,,,,
16-136,"Rock Salmon/Dogfish, in batter, fried in dripping",JA,N,N,,0.07,0.08,3.2,2.8,6,0.21,N,4,0.57,12,Tr,,,,,,,,,,,,,,,,,,,,,,,
16-137,"Rock Salmon/Dogfish, in batter, fried in dripping, weighed with bones",JA,N,N,,0.07,0.07,3,2.6,5.6,0.2,N,4,0.53,11,Tr,,,,,,,,,,,,,,,,,,,,,,,
16-138,"Rock Salmon/Dogfish, in batter, fried in retail blend oil",JA,N,N,,0.07,0.08,3.2,2.8,6,0.21,N,4,0.57,12,Tr,,,,,,,,,,,,,,,,,,,,,,,
16-139,"Rock Salmon/Dogfish, in batter, fried in retail blend oil, weighed with bones",JA,N,N,,0.07,0.07,3,2.6,5.6,0.2,N,4,0.53,11,Tr,,,,,,,,,,,,,,,,,,,,,,,
16-140,"Rock Salmon/Dogfish, in batter, fried in sunflower oil",JA,N,N,,0.07,0.08,3.2,2.8,6,0.21,N,4,0.57,12,Tr,,,,,,,,,,,,,,,,,,,,,,,
16-141,"Rock Salmon/Dogfish, in batter, fried in sunflower oil, weighed with bones",JA,N,N,,0.07,0.07,3,2.6,5.6,0.2,N,4,0.53,11,Tr,,,,,,,,,,,,,,,,,,,,,,,
16-133,"Rock Salmon/Dogfish, raw",JA,9.1,N,,0.17,0.29,2.9,3.1,6,0.37,5,3,0.75,N,Tr,,,,,,,,,,,,,,,,,,,,,,,
13-522,"Rocket, raw",DG,0,0.22,,0.19,0.18,0.7,0.9,1.6,0.08,0,88,0.29,1.3,20,,,,,,,,,,,,,,,,,,,,,,,
16-301,"Roe, cod, hard, coated in batter, fried",JR,N,N,,0.09,0.22,0.6,2.3,2.9,0.08,N,22,1.57,8,Tr,,,,,,,,,,,,,,,,,,,,,,,
16-299,"Roe, cod, hard, raw",JR,18,6.2,,0.78,0.49,1,4.1,5.2,0.32,10,N,3,13,Tr,,,,,,,,,,,,,,,,,,,,,,,
16-302,"Roe, herring, soft, raw",JR,4,2.8,,Tr,0.29,1.3,3.1,4.4,N,5,N,0.49,N,Tr,,,,,,,,,,,,,,,,,,,,,,,
16-132,"Rohu, raw",JA,Tr,N,,0.05,0.07,0.7,3.1,3.8,N,5,N,N,N,Tr,,,,,,,,,,,,,,,,,,,,,,,
13-882,"Rosemary, dried",H,0,N,,0.51,0.43,1,N,N,1.74,0,307,N,N,61,,,,,,,,,,,,,,,,,,,,,,,
13-892,"Rosemary, fresh",H,0,N,,0.1,0.13,0.3,N,N,0.51,0,89,N,N,18,,,,,,,,,,,,,,,,,,,,,,,
15-869,"Roulade, spinach",DR,1,1.36,,0.07,0.27,0.5,2.7,0.5,0.11,1.4,51,0.64,7.1,4,,,,,,,,,,,,,,,,,,,,,,,
11-1111,"Rum baba, homemade",AP,N,N,,0.07,0.11,0.5,0.8,1.3,0.06,0.2,46,0.26,6.4,1,,,,,,,,,,,,,,,,,,,,,,,
11-940,Rusks,AK,N,1.38,,N,N,7.4,N,N,Tr,N,22,0.24,0.5,Tr,,,,,,,,,,,,,,,,,,,,,,,
15-629,"Saag, homemade",DR,0,2.86,,0.03,0.2,0.2,N,N,Tr,0,37,N,N,4,,,,,,,,,,,,,,,,,,,,,,,
13-852,Saffron,H,0,N,,N,N,N,N,N,N,0,0,N,N,0,,,,,,,,,,,,,,,,,,,,,,,
13-854,"Sage, dried, ground",H,0,N,,N,0.34,5.7,N,N,N,0,0,N,N,0,,,,,,,,,,,,,,,,,,,,,,,
13-853,"Sage, fresh",H,0,N,,0.11,N,N,N,N,N,0,N,N,N,Tr,,,,,,,,,,,,,,,,,,,,,,,
11-023,"Sago, raw",AA,0,Tr,,Tr,Tr,Tr,Tr,Tr,Tr,0,Tr,Tr,Tr,0,,,,,,,,,,,,,,,,,,,,,,,
17-703,Salad cream,WCG,0.2,13.58,,N,N,N,0.3,N,0.03,0.5,3,N,N,0,,,,,,,,,,,,,,,,,,,,,,,
17-704,"Salad cream, reduced fat",WCG,N,N,,N,N,N,0.2,N,N,N,N,N,N,0,,,,,,,,,,,,,,,,,,,,,,,
15-870,"Salad, beetroot and onion in French dressing",DR,0,N,,0.02,0.01,0.1,0.3,0.4,0.04,0,86,0.08,0.1,4,,,,,,,,,,,,,,,,,,,,,,,
15-871,"Salad, Greek",DR,0.1,0.9,,0.03,0.04,0.3,0.6,0.9,0.08,0.2,19,0.23,N,27,,,,,,,,,,,,,,,,,,,,,,,
15-648,"Salad, green",DR,0,0.42,,0.05,0.02,0.3,0.1,0.4,0.1,0,32,0.22,N,35,,,,,,,,,,,,,,,,,,,,,,,
15-872,"Salad, pasta, vegetables and mayonnaise",DR,0,2.3,,0.11,0.04,0.5,0.7,1.2,0.08,0,16,0.28,N,21,,,,,,,,,,,,,,,,,,,,,,,
15-873,"Salad, potato, with French dressing",DR,0,N,,0.17,Tr,0.4,0.3,0.7,0.05,0,17,0.34,0.3,9,,,,,,,,,,,,,,,,,,,,,,,
15-874,"Salad, potato, with mayonnaise",DR,Tr,6.09,,0.15,0.03,0.4,0.3,0.7,0.07,0.1,17,0.33,0.4,8,,,,,,,,,,,,,,,,,,,,,,,
15-654,"Salad, potato, with mayonnaise, retail",DR,0.1,N,,0.12,0.03,0.3,0.4,0.7,0.21,N,18,N,N,4,,,,,,,,,,,,,,,,,,,,,,,
15-875,"Salad, rice, brown",DR,0,1.19,,0.12,0.02,1.5,1,2.5,0.1,0,22,0.16,N,13,,,,,,,,,,,,,,,,,,,,,,,
15-649,"Salad, rice, homemade",DR,0,2.32,,0.09,0.02,0.8,0.7,1.5,0.1,0,22,0.13,0.9,13,,,,,,,,,,,,,,,,,,,,,,,
15-876,"Salad, tomato and onion",DR,0,N,,0.05,0.01,0.5,0.1,0.6,0.06,0,18,0.21,1.2,16,,,,,,,,,,,,,,,,,,,,,,,
15-878,"Salad, Waldorf",DR,Tr,4.22,,0.06,0.05,0.2,0.2,0.4,0.11,0.1,8,0.24,2,6,,,,,,,,,,,,,,,,,,,,,,,
15-294,"Salad, wholemeal pasta, with vegetables and mayonnaise",DR,Tr,1.95,,0.14,0.03,0.8,0.6,1.4,0.12,Tr,17,N,N,21,,,,,,,,,,,,,,,,,,,,,,,
19-517,Salami,MI,N,0.23,1.11,0.6,0.23,5.6,2.8,8.4,0.36,2,3,1.66,7,N,,,,,,,,,,,,,,,,,,,,,,,
19-508,Salami snack,MI,N,1.77,,0.27,0.16,5.5,2.2,7.7,0.27,2,1,1.19,6,N,,,,,,,,,,,,,,,,,,,,,,,
19-625,"Salmis of pheasant, homemade",MR,N,N,,0.03,0.11,3.3,2.1,5.4,0.22,1,8,0.38,N,4,,,,,,,,,,,,,,,,,,,,,,,
16-453,"Salmon en croute, retail",JR,3.4,N,,0.13,0.07,2.5,2.3,4.8,0.31,2,12,N,N,Tr,,,,,,,,,,,,,,,,,,,,,,,
16-359,"Salmon, farmed, flesh only, baked",J,7.3,3.7,,0.26,0.09,8.6,4.2,12.8,0.14,2.5,8,1.5,3,Tr,,,,,,,,,,,,,,,,,,,,,,,
16-357,"Salmon, farmed, flesh only, grilled",J,7.8,3.94,,0.21,0.1,8.6,4.2,12.8,0.16,3.4,9,1.5,2.4,Tr,,,,,,,,,,,,,,,,,,,,,,,
16-484,"Salmon, farmed, flesh only, grilled, weighed with bones and skin",JC,6.8,3.43,,0.18,0.09,7.5,3.6,11.1,0.14,3,8,1.31,2.1,Tr,,,,,,,,,,,,,,,,,,,,,,,
16-356,"Salmon, farmed, flesh only, raw",J,4.7,3.95,,0.45,0.07,7.7,3.4,11.1,0.21,4.4,5,1.2,1,Tr,,,,,,,,,,,,,,,,,,,,,,,
16-358,"Salmon, farmed, flesh only, steamed",J,9.3,4.7,,0.21,0.08,7.7,4.5,12.8,0.17,2.1,6,1.3,2.3,Tr,,,,,,,,,,,,,,,,,,,,,,,
16-483,"Salmon, farmed, flesh only, steamed, fillets weighed with bones and skin",JC,9.3,4.7,,0.21,0.08,7.7,4.5,12.2,0.17,2.1,6,1.3,2.3,Tr,,,,,,,,,,,,,,,,,,,,,,,
16-420,"Salmon, pink, canned in brine, drained",JC,13.6,0.76,,0.02,0.21,7.4,6,13.4,0.19,4.7,19,0.68,4.9,Tr,,,,,,,,,,,,,,,,,,,,,,,
16-418,"Salmon, red, canned in brine, drained",JC,10.9,1.65,,0.03,0.21,7.6,6.1,13.7,0.2,4.9,14,0.88,4.1,Tr,,,,,,,,,,,,,,,,,,,,,,,
16-419,"Salmon, red, canned in brine, skinless and boneless, drained",JC,11.8,1.47,,0.04,0.22,6.9,6.1,13,0.23,4.5,12,0.82,4.9,Tr,,,,,,,,,,,,,,,,,,,,,,,
16-412,"Salmon, smoked (cold-smoked)",JC,8.9,2.03,,0.43,0.12,8.3,5.4,13.7,0.73,3.2,15,1.22,5.2,Tr,,,,,,,,,,,,,,,,,,,,,,,
16-413,"Salmon, smoked (hot-smoked)",JC,11,2.29,,0.41,0.16,9.5,6.5,16,0.51,4.2,14,1.35,4,Tr,,,,,,,,,,,,,,,,,,,,,,,
16-485,"Salmon, wild, baked",JC,10.3,1.33,,0.16,0.1,9.4,3.5,12.9,0.17,7,1,1.25,2.3,Tr,,,,,,,,,,,,,,,,,,,,,,,
16-360,"Salmon, wild, flesh only, raw",J,8.6,1.11,,0.19,0.1,9.8,2.9,12.7,0.16,6.5,1,1.3,2.1,Tr,,,,,,,,,,,,,,,,,,,,,,,
16-486,"Salmon, wild, grilled",JC,10.1,1.3,,0.2,0.12,10.3,3.4,14.9,0.17,7.6,1,1.45,2.5,Tr,,,,,,,,,,,,,,,,,,,,,,,
16-487,"Salmon, wild, steamed",JC,9.8,1.27,,0.2,0.11,10.1,3.4,13.5,0.18,7.4,1,1.19,2.2,Tr,,,,,,,,,,,,,,,,,,,,,,,
13-601,"Salsify, flesh only, boiled in unsalted water",DG,0,N,,0.04,Tr,0.2,0.2,0.4,0.05,0,25,N,N,1,,,,,,,,,,,,,,,,,,,,,,,
13-334,"Salsify, flesh only, raw",DG,0,N,,0.06,0.01,0.2,0.2,0.4,0.07,0,57,N,N,3,,,,,,,,,,,,,,,,,,,,,,,
17-367,Salt,WY,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
16-010,"Salted fish, Chinese, bones removed, steamed",JA,Tr,N,,Tr,0.11,4.1,6.3,10.4,N,5,8,N,N,Tr,,,,,,,,,,,,,,,,,,,,,,,
12-467,"Sambar, homemade",DR,0,N,,0.22,0.03,0.2,N,N,N,0,11,0.16,1.7,Tr,,,,,,,,,,,,,,,,,,,,,,,
19-596,"Samosas, lamb, baked, homemade",MR,0.3,2.85,,0.22,0.08,2.2,2.2,2.2,0.19,0.6,9,0.44,1.2,4,,,,,,,,,,,,,,,,,,,,,,,
19-597,"Samosas, lamb, deep fried in rapeseed oil, homemade",MI,0.2,6.25,,0.16,0.06,1.6,1.6,3.2,0.14,0.5,7,0.32,0.9,3,,,,,,,,,,,,,,,,,,,,,,,
15-305,"Samosas, vegetable, retail",DR,0,N,,0.12,0.08,1.1,0.7,1.8,0.15,0,44,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
11-955,"Sandwich, white bread, bacon, lettuce and tomato",AB,0.3,2.66,,0.34,0.08,2.2,1.7,3.9,0.14,0.2,23,0.49,1.1,3,,,,,,,,,,,,,,,,,,,,,,,
11-963,"Sandwich, white bread, cheddar cheese and pickle",AB,0.4,1.46,,0.14,0.16,0.9,3.1,4,0.09,0.7,23,0.38,1.7,Tr,,,,,,,,,,,,,,,,,,,,,,,
11-964,"Sandwich, white bread, chicken salad",AB,0.3,1.15,,0.15,0.08,3.2,2.3,5.5,0.14,Tr,22,0.61,1.3,3,,,,,,,,,,,,,,,,,,,,,,,
11-966,"Sandwich, white bread, egg mayonnaise",AB,1.1,3.1,,0.17,0.18,1,2.2,3.2,0.08,0.6,24,0.61,5,Tr,,,,,,,,,,,,,,,,,,,,,,,
11-965,"Sandwich, white bread, ham salad",AB,0.2,1.21,,0.31,0.08,2.3,1.7,4,0.18,0.2,24,0.5,1.2,2,,,,,,,,,,,,,,,,,,,,,,,
11-967,"Sandwich, white bread, tuna mayonnaise",AB,0.6,3.15,,0.13,0.09,4.2,3.1,7.3,0.15,1.1,15,0.3,1.3,Tr,,,,,,,,,,,,,,,,,,,,,,,
14-256,"Sapodilla, flesh only",FA,0,N,,0.01,0.02,0.2,N,N,0.04,0,N,0.24,N,10,,,,,,,,,,,,,,,,,,,,,,,
16-424,"Sardines, canned in brine, drained",JC,3.3,0.24,,0.01,0.22,5.5,4.2,9.7,0.07,10.8,4,0.64,4.7,Tr,,,,,,,,,,,,,,,,,,,,,,,
16-440,"Sardines, canned in olive oil, drained",JC,3.6,0.52,,0.01,0.29,6.9,4.4,11.3,0.18,15,8,0.89,5,Tr,,,,,,,,,,,,,,,,,,,,,,,
16-439,"Sardines, canned in sunflower oil, drained",JC,3.6,2.73,,0.01,0.29,6.9,4.4,11.3,0.18,15,8,0.89,5,Tr,,,,,,,,,,,,,,,,,,,,,,,
16-422,"Sardines, canned in tomato sauce, whole contents",JC,3.3,1.84,,0.03,0.22,5.5,5.2,10.7,0.25,8.9,4,0.63,5.9,Tr,,,,,,,,,,,,,,,,,,,,,,,
16-438,"Sardines, flesh only, grilled",JC,5.1,0.4,,Tr,0.39,11.6,6.8,18.4,0.36,10.6,9,0.84,12.4,Tr,,,,,,,,,,,,,,,,,,,,,,,
16-488,"Sardines, flesh only, grilled, weighed with skin and bones",JC,3.2,0.25,,Tr,0.25,7.3,4.3,11.6,0.23,6.7,6,0.53,7.8,Tr,,,,,,,,,,,,,,,,,,,,,,,
16-401,"Sardines, flesh only, raw",JC,4,0.31,,Tr,0.34,10.1,5.3,15.4,0.31,8.3,7,0.69,9.7,Tr,,,,,,,,,,,,,,,,,,,,,,,
12-593,"Sauce, cheese, packet mix, dry",BV,0.5,N,,0.12,0.58,0.9,4.1,5,0.26,1.3,46,N,N,0,,,,,,,,,,,,,,,,,,,,,,,
17-628,"Sauce, Chinese cook in, sweet & sour",WC,0,0.5,,0.02,Tr,0.3,Tr,0.3,0.03,0,3,0.14,1.5,1,,,,,,,,,,,,,,,,,,,,,,,
17-629,"Sauce, Chinese stir fry",WC,0,0.27,,0.02,0.03,0.3,0.1,0.4,0.04,0,6,0.2,1.2,2,,,,,,,,,,,,,,,,,,,,,,,
15-879,"Sauce, curry, onion, with butter, homemade",DR,0.3,0.77,2.2,0.07,0.04,0.3,0.3,0.3,0.12,0.1,6,0.08,0.6,3,,,,,,,,,,,,,,,,,,,,,,,
15-880,"Sauce, curry, onion, with vegetable oil, homemade",DR,0,6.82,,0.07,0.02,0.3,0.2,0.5,0.12,0,6,0.07,0.5,3,,,,,,,,,,,,,,,,,,,,,,,
15-751,"Sauce, curry, sweet, UK type, homemade",DR,0,1.14,,0.06,0.02,0.3,0.2,0.5,0.05,0,5,0.06,0.6,2,,,,,,,,,,,,,,,,,,,,,,,
15-881,"Sauce, curry, tomato and onion, homemade",DR,0,5.46,,0.13,0.04,0.9,0.3,1.2,0.16,0,7,0.18,1.3,6,,,,,,,,,,,,,,,,,,,,,,,
17-329,"Sauce, dry, casserole mix",WC,0,N,,N,N,N,N,N,N,Tr,N,N,N,0,,,,,,,,,,,,,,,,,,,,,,,
17-330,"Sauce, dry, casserole mix, made up",WC,0,N,,N,N,N,N,N,N,0,N,N,N,0,,,,,,,,,,,,,,,,,,,,,,,
19-577,"Sauce, duck a l'orange",MR,0,0.1,0.36,0.01,0.01,Tr,Tr,Tr,Tr,Tr,3,Tr,0.2,5,,,,,,,,,,,,,,,,,,,,,,,
17-626,"Sauce, Indian cook in, korma/tikka masala",WC,Tr,1.65,,0.02,0.14,0.5,0.2,0.7,0.06,Tr,6,0.18,2.3,1,,,,,,,,,,,,,,,,,,,,,,,
17-625,"Sauce, pasta, carbonara type",WC,Tr,0.55,,N,0.09,0.6,0.9,1.5,0.12,Tr,5,0.2,1,Tr,,,,,,,,,,,,,,,,,,,,,,,
17-624,"Sauce, pasta, four cheese",WC,Tr,0.55,,Tr,0.11,0.1,1.1,1.2,0.15,Tr,6,0.2,1,Tr,,,,,,,,,,,,,,,,,,,,,,,
17-618,"Sauce, pasta, tomato based, for bolognese",WC,0,1.99,,0.06,0.02,1,0.2,1.2,0.27,0,2,0.4,3,Tr,,,,,,,,,,,,,,,,,,,,,,,
17-619,"Sauce, pasta, tomato based, napoletana",WC,0,3.6,,0.06,0.02,1,0.2,1.2,0.23,0,8,0.3,3,Tr,,,,,,,,,,,,,,,,,,,,,,,
17-620,"Sauce, pasta, tomato based, reduced fat",WC,0,N,,0.06,0.02,1,0.2,1.2,0.27,0,2,0.4,3,Tr,,,,,,,,,,,,,,,,,,,,,,,
17-621,"Sauce, pasta, tomato based, with added vegetables",WC,0,1.05,,Tr,0.07,1.2,0.2,1.4,0.23,0,15,0.2,2,4,,,,,,,,,,,,,,,,,,,,,,,
17-827,"Sauce, pasta, white, with ham and mushrooms, homemade",WC,0.1,0.26,,0.17,0.22,1.9,1.7,3.6,0.14,0.6,16,1.32,7.8,1,,,,,,,,,,,,,,,,,,,,,,,
17-336,"Sauce, sweet and sour, take-away",WCN,0,N,,0.11,Tr,0,Tr,Tr,N,0,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
15-882,"Sauce, tomato and mushroom, homemade",DR,0,2.07,,0.06,0.07,1.1,0.2,1.3,0.12,Tr,17,0.28,2,6,,,,,,,,,,,,,,,,,,,,,,,
17-834,"Sauce, tomato based, homemade",WC,0,1.79,,0.15,0.04,0.9,0.2,1.1,0.12,0,11,0.21,1.5,7,,,,,,,,,,,,,,,,,,,,,,,
17-630,"Sauce, traditional cook in, tomato based",WC,0,1.38,,0.12,0.03,0.7,0.1,0.8,0.06,0,5,0.27,2.7,3,,,,,,,,,,,,,,,,,,,,,,,
17-631,"Sauce, traditional cook in, white sauce based",WC,Tr,3.5,,0.29,0.06,0.2,0.3,0.5,0.02,Tr,7,0.2,0.9,Tr,,,,,,,,,,,,,,,,,,,,,,,
17-627,"Sauces, Indian cook in, other",WC,0,2.34,,0.03,0.03,0.8,0.1,0.9,0.08,Tr,11,0.31,3.2,3,,,,,,,,,,,,,,,,,,,,,,,
13-336,Sauerkraut,DR,0,N,,0.04,0.01,0.2,0.2,0.4,0.15,0,16,0.23,N,10,,,,,,,,,,,,,,,,,,,,,,,
19-468,"Sausage roll, flaky pastry, ready-to-eat, retail",MI,Tr,2.11,,0.08,0.11,1.7,1.7,3.4,0.18,0.2,2,0.24,0.7,2,,,,,,,,,,,,,,,,,,,,,,,
19-643,"Sausage rolls, short pastry, homemade",MI,0.5,1.92,,0.05,0.06,1.6,1.4,3.3,0.07,0.5,5,0.52,3.3,3,,,,,,,,,,,,,,,,,,,,,,,
19-653,"Sausages, beef, fried in vegetable oil",MI,N,0.79,,Tr,0.11,2.9,2.3,5.2,0.13,0.9,15,0.97,3.9,N,,,,,,,,,,,,,,,,,,,,,,,
19-489,"Sausages, beef, grilled",MI,N,0.59,,Tr,0.14,3.2,2.3,5.5,0.14,0.9,9,0.83,3.9,N,,,,,,,,,,,,,,,,,,,,,,,
19-656,"Sausages, beef, raw",MI,N,0.54,,0.01,0.1,2.6,2.1,4.7,0.12,1.2,12,0.79,3.7,33,,,,,,,,,,,,,,,,,,,,,,,
19-512,"Sausages, pork, chilled, fried in vegetable oil",MI,1.1,0.86,,0.01,0.13,3.1,2,5.1,0.09,1,3,0.85,5,5,,,,,,,,,,,,,,,,,,,,,,,
19-509,"Sausages, pork, chilled, grilled",MI,1.1,0.92,,Tr,0.13,3.1,2,5.1,0.12,1,4,0.93,5,5,,,,,,,,,,,,,,,,,,,,,,,
19-654,"Sausages, pork, frozen, fried in vegetable oil",MI,N,N,,0.04,0.08,1.9,1.4,3.3,0.07,1,19,0.61,5,4,,,,,,,,,,,,,,,,,,,,,,,
19-655,"Sausages, pork, frozen, grilled",MI,N,0.71,,0.04,0.08,1.9,1.4,3.3,0.07,1,19,0.62,5,4,,,,,,,,,,,,,,,,,,,,,,,
19-510,"Sausages, pork, raw",MI,0.9,0.93,,0.03,0.11,2.5,1.5,4.1,0.12,1,13,0.77,5,7,,,,,,,,,,,,,,,,,,,,,,,
19-662,"Sausages, pork, reduced fat, fried in vegetable oil",MI,N,0.12,,Tr,0.12,2.2,1.8,4,0.12,1,5,0.96,3,N,,,,,,,,,,,,,,,,,,,,,,,
19-511,"Sausages, pork, reduced fat, grilled",MI,N,0.13,,Tr,0.13,2.8,2,4.8,0.11,1,32,1.04,3,N,,,,,,,,,,,,,,,,,,,,,,,
19-658,"Sausages, pork, reduced fat, raw",MI,N,0.13,,0.03,0.12,2.3,1.7,4,0.23,Tr,6,0.82,3.3,N,,,,,,,,,,,,,,,,,,,,,,,
19-661,"Sausages, premium, fried in vegetable oil",MI,N,N,,0.05,0.1,2.7,1.5,4.2,0.14,1,8,0.74,3,8,,,,,,,,,,,,,,,,,,,,,,,
19-513,"Sausages, premium, grilled",MI,N,0.8,,0.05,0.1,2.7,1.5,4.2,0.14,1,8,0.76,3,8,,,,,,,,,,,,,,,,,,,,,,,
19-657,"Sausages, premium, raw",MI,N,0.9,,0.05,0.11,3,1.3,4.3,0.16,1,7,0.84,3,14,,,,,,,,,,,,,,,,,,,,,,,
15-658,"Sausages, vegetarian, baked/grilled",DR,0,N,,1.72,0.14,1.1,2.5,3.6,0.05,N,34,0.3,5.5,Tr,,,,,,,,,,,,,,,,,,,,,,,
19-319,"Saveloy, unbattered, takeaway",MI,N,0.45,,0.14,0.09,1.9,1.9,3.8,0.06,Tr,1,0.86,4,N,,,,,,,,,,,,,,,,,,,,,,,
16-262,"Scallops, steamed",JM,Tr,N,,0.08,0.05,0.9,5,5.9,N,9,18,0.16,2,Tr,,,,,,,,,,,,,,,,,,,,,,,
16-409,"Scampi, coated in breadcrumbs, baked",JR,Tr,3.18,,0.16,0.06,2.1,2.4,4.5,0.06,1.5,14,0.29,2.1,Tr,,,,,,,,,,,,,,,,,,,,,,,
16-443,"Scampi, coated in breadcrumbs, fried in sunflower oil",JK,Tr,4.41,,0.15,0.05,1.9,2.2,4.1,0.05,1.4,13,0.26,1.9,Tr,,,,,,,,,,,,,,,,,,,,,,,
16-442,"Scampi, in breadcrumbs, frozen, fried in rapeseed oil",JK,Tr,3.74,,0.15,0.05,1.9,2.2,4.1,0.05,1.4,13,0.26,1.9,Tr,,,,,,,,,,,,,,,,,,,,,,,
11-1112,"Scones, cheese, homemade",AP,N,N,,0.12,0.16,0.9,2.4,3.3,0.11,0.7,11,0.42,2.6,1,,,,,,,,,,,,,,,,,,,,,,,
11-993,"Scones, fruit, retail",AP,Tr,0.11,,0.22,0.1,1.2,1.5,2.7,0.05,Tr,6,N,N,Tr,,,,,,,,,,,,,,,,,,,,,,,
11-1115,"Scones, fruit, wholemeal, homemade",AP,N,N,,0.16,0.12,2.6,1.8,4.5,0.23,0.3,9,0.56,5.2,1,,,,,,,,,,,,,,,,,,,,,,,
11-958,"Scones, plain, homemade",AP,N,N,,0.14,0.12,1,1.5,2.5,0.1,0.4,7,0.41,2.3,1,,,,,,,,,,,,,,,,,,,,,,,
11-827,"Scones, plain, retail",AN,Tr,0.92,,0.11,0.05,1.9,1.5,3.3,0.06,0.1,6,0.54,5,1,,,,,,,,,,,,,,,,,,,,,,,
11-1113,"Scones, potato, homemade",AP,N,N,,0.15,0.07,0.8,1,1.8,0.08,0.2,10,0.37,1.4,4,,,,,,,,,,,,,,,,,,,,,,,
11-1114,"Scones, wholemeal, homemade",AP,N,N,,0.16,0.13,2.8,2,4.9,0.23,0.3,10,0.62,5.3,1,,,,,,,,,,,,,,,,,,,,,,,
17-835,"Scotch broth, homemade",WAA,0.1,0.13,,0.08,0.04,1,1,2,0.1,0.4,7,0.14,0.4,4,,,,,,,,,,,,,,,,,,,,,,,
19-518,"Scotch eggs, retail",MI,0.7,N,,0.08,0.21,1,2.9,3.9,0.13,0.5,42,1.1,8.7,N,,,,,,,,,,,,,,,,,,,,,,,
11-1116,"Scotch pancakes, homemade",AP,N,N,,0.11,0.16,0.7,1.5,2.2,0.09,0.6,10,0.51,4,Tr,,,,,,,,,,,,,,,,,,,,,,,
